what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292965319940
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292965323356
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292965324990
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292965325137
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1292965325186
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292965326389
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292965327469
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292965328836
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292965361997
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292965375223
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292965387096
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292965436440
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1292965439242
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1292965448606
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292965453669
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292965461577
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292965465441
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292965465559
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1292965474003
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1292965487499
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292965519783
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292965542648
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292965559565
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1292965571350
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1292965573602
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292965592114
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292965636854
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1292965678897
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1292965679942
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292965681255
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292965691375
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292965691506
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292965697866
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292965717355
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1292965739495
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292965740284
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292965780608
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292965780730
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292965783438
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292965794088
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1292965803292
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292965815956
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1292965821508
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1292965823032
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292965826396
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292965834555
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1292965836663
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292965836906
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292965842003
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1292965852788
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1292965859395
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292965859775
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292965863905
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292966023038
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966023136
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292966030067
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966033116
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966181177
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292966187188
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966209695
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966370773
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966392063
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966392532
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292966395242
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1292966406818
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292966407512
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1292966412370
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1292966414013
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292966414291
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966426812
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292966538537
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966538625
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292966539920
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966541697
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292966684588
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966684676
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292966685556
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966687972
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966711953
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292966720191
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966724334
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966724452
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292966725107
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966734164
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966755303
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966777367
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966777548
error,log,,,"Internal Error",1292966777555
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966777572
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966779619
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292966785246
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292966785521
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292966786511
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292966786833
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292966787190
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292966787513
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292966795287
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292966795902
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292966796039
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292966797341
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292966797679
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292966797921
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966811182
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292966823327
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1292966825727
started,bundle,com.google.gdt.eclipse.platform.e35,1.3.3.v201006111302,"com.google.gdt.eclipse.platform.e35",1292966826028
started,bundle,org.eclipse.wst.sse.core,1.1.402.v201001251516,"org.eclipse.wst.sse.core",1292966826074
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966826658
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966831110
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966832962
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.cleanAction",1292966833009
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292966833670
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292966835760
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1292966838624
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292966838914
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1292966855636
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1292966857476
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292966871107
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966873743
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966897474
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292966910185
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966925115
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966930597
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292966930756
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292966930802
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292966931825
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966934441
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966936463
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292966939266
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1292966947699
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292966948802
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292966949065
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1292966951705
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292966952618
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292966953931
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292966954161
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292966954404
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1292966959472
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292966960762
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292966961042
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292966965482
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966966975
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292966968863
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966969043
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1292966969087
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292966970121
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292967005687
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292967008865
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292967011245
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292967015293
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292967015428
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292967016379
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292967017338
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292967105733
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1292967109972
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292967112333
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292967112885
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292967112966
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292967115815
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292967121011
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292967124149
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292969757956
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292969761194
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292970147692
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292970154564
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292970154828
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292970186731
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292970387942
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1292970391331
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292970394041
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1292970404009
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292970407017
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292970407755
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292970408321
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1292970410452
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292970411920
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292970412640
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292970414662
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292970415967
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.cleanAction",1292970416014
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292970417433
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292970417737
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292970419561
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292970420128
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292970425553
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292970697139
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292970701072
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292970715031
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292970716816
executed,command,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.junitShortcut.run",1292970718824
opened,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1292970719395
activated,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1292970719419
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292970719432
activated,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1292970721713
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292970727897
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292970729590
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292970729649
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292970731601
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292970737656
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292970810153
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292970810336
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292970810391
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292970815196
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292970820562
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292970826267
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292970829975
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292970831493
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292970833432
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292970834668
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292970834802
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1292970834846
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292970838503
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292970843219
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292970846566
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292970864059
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292970864208
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292970864264
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292970867261
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292970867887
