what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292972535897
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1292972538569
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292972539102
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: luceneCodec",1292972539351
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292972543051
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972546568
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292972547914
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292972547944
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972548058
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1292972548101
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: luceneCodec",1292972548107
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972564488
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972574513
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972595483
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972801125
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972803776
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972822732
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292972822921
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1292972826694
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972830376
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292972843890
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972843970
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292972844169
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.selectAll",1292972845431
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.selectAll",1292972848845
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1292972849229
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972850071
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972854995
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292972856107
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972859730
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292972860988
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292972861051
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972861203
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1292972861243
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: luceneCodec",1292972861249
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972867385
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972869282
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1292972869324
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972872520
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972883646
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972889614
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1292972894463
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972897492
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292972897625
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292972897667
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972900634
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972903403
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1292972904646
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292972907020
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1292972910315
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972912142
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1292972918248
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972920215
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292972920412
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292972920455
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972922090
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1292972927212
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1292972928326
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292972933552
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1292972941985
